customer_id,plan_type,contract_type,subscription_date,total_users,unsubscribed_date,churned,payment_value_mean,payment_value_sum,payment_value_std,payment_value_min,payment_value_max,payment_delay_days_mean,payment_delay_days_max,is_dunning_sum,is_dunning_mean,is_on_time_sum,is_on_time_mean,payment_consistency_score,dunning_event_count,dunning_event_ratio,monthly_usage_hrs_mean,monthly_usage_hrs_std,monthly_usage_hrs_max,monthly_usage_hrs_min,feature_adoption_pct_mean,feature_adoption_pct_std,feature_adoption_pct_max,last_login_date_max,days_since_last_login,usage_trend,avg_monthly_usage_hours,avg_nps_score,nps_std,nps_min,nps_max,recent_nps_score,nps_trend,detractor_ratio,nps_normalized,total_tickets,tickets_account,tickets_billing,tickets_feature request,tickets_onboarding,tickets_technical,priority_critical,priority_high,priority_low,priority_medium,resolved_tickets,open_tickets,critical_high_tickets,critical_ticket_ratio,resolution_rate,unresolved_ratio,tenure_days,tenure_months,tenure_years,months_to_renewal,inactive_flag,mrr_current,mrr_6mo_avg,contract_factor,annual_value,payment_health_score,engagement_health_score,satisfaction_health_score,revenue_at_risk,payment_trend,usage_per_user,usage_segment,feature_adoption_trend,engagement_velocity,churn_risk_score,support_burden_ratio,starter_monthly_usage_per_user,starter_engagement_to_cost,professional_expansion_potential,professional_revenue_quality,enterprise_account_health,enterprise_strategic_risk,total_users_change,nps_deterioration_risk,cost_per_user,roi_indicator
C-0297,Starter,Annual,2023-10-31,2,,0,748.92,2995.68,0.0,748.92,748.92,8.5,11,1,0.25,0,0.0,0.0,1.0,0.25,18.3,,18.3,18.3,59.2,,59.2,2024-10-13,80,0.0,18.3,1.0,1.4142135623730951,0.0,2.0,0.0,-1.0,1.0,0.18181818181818182,8.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,0.375,0.5,0.5,428,14.266666666666667,1.1726027397260275,9,1,748.92,748.92,0.7,2995.68,0.3683333333333333,1.0,0.37215909090909094,862.3515934090907,0.0,9.15,light_user,0.0,0.0,0.6219564393939394,0.5607476635514018,9.15,0.0013352561021203867,0.0,0.0,0.0,0.0,1,1.0,374.46,0.02443518666880308
C-0298,Starter,Annual,2023-06-30,4,,0,2121.96,10609.8,0.0,2121.96,2121.96,4.0,7,3,0.6,0,0.0,0.0,3.0,0.6,44.9,,44.9,44.9,25.1,,25.1,2024-10-31,62,0.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,551,18.366666666666667,1.5095890410958903,5,1,2121.96,2121.96,0.7,10609.8,0.29333333333333333,1.0,0.5454545454545454,2851.91424,0.0,11.225,regular_user,0.0,0.0,0.6390303030303031,0.1088929219600726,11.225,0.0004712624177647081,0.0,0.0,0.0,0.0,3,0.0,530.49,0.021159682557635392
C-0299,Professional,Monthly,2024-11-30,17,,0,508.2,9655.8,0.0,508.2,508.2,0.7894736842105263,15,0,0.0,18,0.9473684210526315,0.9473684210526315,0.0,0.0,62.4,,62.4,62.4,63.0,,63.0,2024-12-23,9,0.0,62.4,3.0,1.4142135623730951,3.0,3.0,3.0,0.0,1.0,0.36363636363636365,6.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.8333333333333334,0.16666666666666666,32,1.0666666666666667,0.08767123287671233,0,0,508.2,508.2,1.0,6098.4,0.968421052631579,1.0,0.6401515151515151,3780.618947368421,0.0,3.6705882352941175,regular_user,0.0,0.0,0.8989852472089314,5.625,0.0,0.0,0.9411764705882353,0.34449760765550236,0.0,0.0,16,0.0,29.894117647058824,0.12278630460448642
C-0300,Professional,Annual,2021-05-31,9,,0,3499.32,3499.32,0.0,3499.32,3499.32,8.0,8,0,0.0,0,0.0,0.0,0.0,0.0,122.0,,122.0,122.0,24.7,,24.7,2024-10-07,86,0.0,122.0,5.0,1.4142135623730951,4.0,6.0,5.0,0.0,1.0,0.5454545454545454,14.0,2.0,1.0,1.0,3.0,7.0,3.0,4.0,4.0,3.0,10.0,4.0,7.0,0.5,0.7142857142857143,0.2857142857142857,1311,43.7,3.591780821917808,4,1,3499.32,3499.32,0.7,3499.32,0.44666666666666666,1.0,0.5535714285714286,7268.08764,0.0,13.555555555555555,regular_user,0.0,0.0,0.6947261904761906,0.3203661327231121,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,8,0.0,388.81333333333333,0.03486391641804693
C-0301,Starter,Monthly,2023-01-31,2,,0,138.9,2639.1,0.0,138.9,138.9,1.2105263157894737,14,0,0.0,17,0.8947368421052632,0.8947368421052632,0.0,0.0,51.5,,51.5,51.5,56.8,,56.8,2024-10-30,63,0.0,51.5,6.5,2.1213203435596424,5.0,8.0,5.0,-1.5,0.5,0.6818181818181818,11.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,10.0,1.0,6.0,0.5454545454545454,0.9090909090909091,0.09090909090909091,701,23.366666666666667,1.9205479452054794,0,1,138.9,138.9,1.0,1666.8000000000002,0.9392982456140351,1.0,0.6818181818181818,1067.4697607655503,0.0,25.75,regular_user,0.0,0.0,0.8992089314194577,0.470756062767475,25.75,0.007199424046076313,0.0,0.0,0.0,0.0,1,1.5,69.45,0.37077033837293016
C-0302,Starter,Monthly,2021-06-30,5,,0,104.15,2083.0,0.0,104.15,104.15,0.75,15,0,0.0,19,0.95,0.95,0.0,0.0,17.6,,17.6,17.6,14.4,,14.4,2024-10-12,81,0.0,17.6,9.5,0.7071067811865476,9.0,10.0,9.0,-0.5,0.0,0.9545454545454546,15.0,1.0,2.0,4.0,0.0,8.0,2.0,6.0,3.0,4.0,11.0,4.0,8.0,0.5333333333333333,0.7333333333333333,0.26666666666666666,1281,42.7,3.5095890410958903,0,1,104.15,104.15,1.0,1249.8000000000002,0.97,1.0,0.7772727272727273,942.292390909091,0.0,3.5200000000000005,light_user,0.0,0.0,0.9338181818181819,0.351288056206089,3.5200000000000005,0.009601536245799328,0.0,0.0,0.0,0.0,4,0.5,20.830000000000002,0.16898703792606817
C-0303,Starter,Monthly,2024-01-31,5,,0,111.66,2903.16,0.0,111.66,111.66,0.7692307692307693,7,0,0.0,21,0.8076923076923077,0.8076923076923077,0.0,0.0,36.7,,36.7,36.7,30.6,,30.6,2024-11-15,47,0.0,36.7,8.5,2.1213203435596424,7.0,10.0,10.0,1.5,0.0,0.8636363636363636,11.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,9.0,2.0,4.0,0.36363636363636365,0.8181818181818182,0.18181818181818182,336,11.2,0.9205479452054794,0,1,111.66,111.66,1.0,1339.92,0.8987179487179486,1.0,0.7954545454545455,957.8944405594405,0.0,7.340000000000001,regular_user,0.0,0.0,0.9134149184149184,0.9821428571428572,7.340000000000001,0.008955758552749419,0.0,0.0,0.0,0.0,4,0.0,22.332,0.32867633888590364
C-0304,Starter,Annual,2022-05-31,3,2024-02-11,1,1579.44,6317.76,0.0,1579.44,1579.44,6.5,11,2,0.5,0,0.0,0.0,2.0,0.5,33.3,,33.3,33.3,13.3,,13.3,2024-11-02,60,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,17.0,2.0,5.0,2.0,2.0,6.0,2.0,4.0,4.0,7.0,15.0,2.0,6.0,0.35294117647058826,0.8823529411764706,0.11764705882352941,946,31.533333333333335,2.591780821917808,4,1,1579.44,1579.44,0.7,6317.76,0.30666666666666664,1.0,0.42780748663101603,1740.5935572192511,0.0,11.1,light_user,0.0,0.0,0.6142852049910873,0.5391120507399577,11.1,0.0006331357949653041,0.0,0.0,0.0,0.0,2,0.0,526.48,0.021083421972344626
C-0305,Professional,Monthly,2023-01-31,10,,0,256.99,2826.8900000000003,0.0,256.99,256.99,1.3636363636363635,15,0,0.0,10,0.9090909090909091,0.9090909090909091,0.0,0.0,134.2,,134.2,134.2,75.1,,75.1,2024-11-25,37,0.0,134.2,3.0,1.4142135623730951,3.0,3.0,3.0,0.0,1.0,0.36363636363636365,9.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,0.3333333333333333,0.75,0.25,701,23.366666666666667,1.9205479452054794,0,1,256.99,256.99,1.0,3083.88,0.9454545454545454,1.0,0.5568181818181819,1623.4971570247935,0.0,13.419999999999998,power_user,0.0,0.0,0.8701136363636364,0.35386631716906947,0.0,0.0,0.9,0.3305785123966942,0.0,0.0,9,0.0,25.699,0.5221993073660453
C-0306,Enterprise,Monthly,2024-04-30,24,,0,3238.8800000000006,87449.76000000001,0.0,3238.88,3238.88,0.0,0,0,0.0,27,1.0,1.0,0.0,0.0,116.2,,116.2,116.2,14.1,,14.1,2024-11-10,52,0.0,116.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,11.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,0.0,6.0,8.0,3.0,5.0,0.45454545454545453,0.7272727272727273,0.2727272727272727,246,8.2,0.673972602739726,0,1,3238.8800000000006,3238.8800000000006,1.0,38866.560000000005,1.0,1.0,0.36363636363636365,14133.294545454548,0.0,4.841666666666667,regular_user,0.0,0.0,0.8409090909090909,1.3414634146341464,0.0,0.0,0.0,0.0,0.8409090909090909,0.45454545454545453,23,0.0,134.95333333333335,0.03587659931828286
C-0307,Professional,Annual,2022-07-31,16,,0,4753.56,23767.800000000003,0.0,4753.56,4753.56,8.0,15,3,0.6,0,0.0,0.0,3.0,0.6,20.9,,20.9,20.9,24.1,,24.1,2024-11-12,50,0.0,20.9,1.5,2.1213203435596424,0.0,3.0,0.0,-1.5,1.0,0.22727272727272727,5.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,5.0,0.0,3.0,0.6,1.0,0.0,885,29.5,2.4246575342465753,6,1,4753.56,4753.56,0.7,23767.800000000003,0.2666666666666667,1.0,0.4636363636363636,4936.788130909092,0.0,1.30625,light_user,0.0,0.0,0.6092424242424244,0.1694915254237288,0.0,0.0,0.9375,0.0,0.0,0.0,15,1.5,297.0975,0.00439670478546605
C-0308,Starter,Monthly,2021-09-30,2,,0,69.57,1252.2599999999998,0.0,69.57,69.57,0.0,0,0,0.0,18,1.0,1.0,0.0,0.0,24.4,,24.4,24.4,29.6,,29.6,2024-12-19,13,0.0,24.4,5.0,1.4142135623730951,4.0,6.0,4.0,-1.0,1.0,0.5454545454545454,12.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,5.0,3.0,10.0,2.0,4.0,0.3333333333333333,0.8333333333333334,0.16666666666666666,1189,39.63333333333333,3.2575342465753425,0,0,69.57,69.57,1.0,834.8399999999999,1.0,1.0,0.6477272727272727,540.7486363636363,0.0,12.2,light_user,0.0,0.0,0.9119318181818181,0.30277544154751895,12.2,0.014374011786689667,0.0,0.0,0.0,0.0,1,1.0,34.785,0.3507258875952278
C-0309,Enterprise,Monthly,2024-06-30,67,,0,1067.99,5339.95,0.0,1067.99,1067.99,8.2,15,4,0.8,0,0.0,0.0,4.0,0.8,71.4,,71.4,71.4,20.3,,20.3,2024-11-21,41,0.0,71.4,6.5,0.7071067811865476,6.0,7.0,7.0,0.5,0.5,0.6818181818181818,10.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,2.0,6.0,7.0,3.0,2.0,0.2,0.7,0.3,185,6.166666666666667,0.5068493150684932,0,1,1067.99,1067.99,1.0,12815.880000000001,0.2053333333333333,1.0,0.7159090909090908,1883.9343599999997,0.0,1.0656716417910448,regular_user,0.0,0.0,0.6508439393939394,1.6216216216216215,0.0,0.0,0.0,0.0,0.611110606060606,0.2,66,0.0,15.940149253731343,0.06685455856328243
C-0310,Starter,Monthly,2022-07-31,5,,0,145.53,6257.79,0.0,145.53,145.53,0.9069767441860465,15,0,0.0,40,0.9302325581395349,0.9302325581395349,0.0,0.0,23.0,,23.0,23.0,16.3,,16.3,2024-12-31,1,0.0,23.0,5.0,1.4142135623730951,5.0,5.0,5.0,0.0,1.0,0.5454545454545454,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,0.0,885,29.5,2.4246575342465753,0,0,145.53,145.53,1.0,1746.3600000000001,0.9590697674418605,1.0,0.6477272727272727,1084.8661534883722,0.0,4.6,light_user,0.0,0.0,0.8976062367864692,0.06779661016949153,4.6,0.006871435442864014,0.0,0.0,0.0,0.0,4,0.0,29.106,0.1580430151858723
C-0311,Enterprise,Monthly,2022-11-30,38,,0,1460.65,33594.950000000004,0.0,1460.65,1460.65,1.2173913043478262,14,0,0.0,20,0.8695652173913043,0.8695652173913043,0.0,0.0,154.3,,154.3,154.3,41.0,,41.0,2024-12-20,12,0.0,154.3,7.0,1.4142135623730951,7.0,7.0,7.0,0.0,0.0,0.7272727272727273,12.0,3.0,3.0,1.0,2.0,3.0,0.0,4.0,1.0,7.0,8.0,4.0,4.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,763,25.433333333333334,2.0904109589041098,0,0,1460.65,1460.65,1.0,17527.800000000003,0.9266666666666666,1.0,0.6969696969696969,11320.48012121212,0.0,4.060526315789474,power_user,0.0,0.0,0.8985757575757575,0.47182175622542594,0.0,0.0,0.0,0.0,0.8949090909090909,0.3333333333333333,37,0.0,38.43815789473685,0.10563790093451544
C-0312,Starter,Monthly,2023-03-31,2,,0,191.78,8054.76,0.0,191.78,191.78,0.0,0,0,0.0,42,1.0,1.0,0.0,0.0,10.7,,10.7,10.7,78.5,,78.5,2024-10-31,62,0.0,10.7,0.5,0.7071067811865476,0.0,1.0,1.0,0.5,1.0,0.13636363636363635,13.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,8.0,9.0,4.0,3.0,0.23076923076923078,0.6923076923076923,0.3076923076923077,642,21.4,1.7589041095890412,0,1,191.78,191.78,1.0,2301.36,1.0,1.0,0.43356643356643354,997.7924475524475,0.0,5.35,light_user,0.0,0.0,0.8583916083916083,0.6074766355140188,5.35,0.005214308061320263,0.0,0.0,0.0,0.0,1,0.0,95.89,0.05579309625612681
C-0313,Starter,Monthly,2023-06-30,2,2024-05-11,1,94.23,1036.53,0.0,94.23,94.23,0.9090909090909091,8,0,0.0,9,0.8181818181818182,0.8181818181818182,0.0,0.0,11.7,,11.7,11.7,41.1,,41.1,2024-11-05,57,0.0,11.7,7.0,1.4142135623730951,7.0,7.0,7.0,0.0,0.0,0.7272727272727273,14.0,0.0,6.0,1.0,1.0,6.0,3.0,3.0,2.0,6.0,10.0,4.0,6.0,0.42857142857142855,0.7142857142857143,0.2857142857142857,551,18.366666666666667,1.5095890410958903,0,1,94.23,94.23,1.0,1130.76,0.9030303030303031,1.0,0.6850649350649352,699.5270295159387,0.0,5.85,light_user,0.0,0.0,0.8873268398268399,0.7622504537205081,5.85,0.010612331529236973,0.0,0.0,0.0,0.0,1,0.0,47.115,0.12416427889207257
C-0314,Starter,Monthly,2022-02-28,2,,0,62.82,1947.42,0.0,62.82,62.82,1.032258064516129,15,0,0.0,27,0.8709677419354839,0.8709677419354839,0.0,0.0,21.6,,21.6,21.6,20.9,,20.9,2024-10-05,88,0.0,21.6,9.5,0.7071067811865476,9.0,10.0,9.0,-0.5,0.0,0.9545454545454546,15.0,2.0,6.0,2.0,1.0,4.0,1.0,5.0,5.0,4.0,13.0,2.0,6.0,0.4,0.8666666666666667,0.13333333333333333,1038,34.6,2.8438356164383563,0,1,62.82,62.82,1.0,753.84,0.9286021505376344,1.0,0.843939393939394,590.7722984164222,0.0,10.8,light_user,0.0,0.0,0.9359956011730206,0.43352601156069365,10.8,0.01591849729385546,0.0,0.0,0.0,0.0,1,0.5,31.41,0.34383954154727797
C-0315,Professional,Annual,2023-09-30,13,2024-10-11,1,3575.16,7150.32,0.0,3575.16,3575.16,1.5,3,0,0.0,1,0.5,0.5,0.0,0.0,148.1,,148.1,148.1,54.8,,54.8,2024-11-10,52,0.0,148.1,7.5,0.7071067811865476,7.0,8.0,8.0,0.5,0.0,0.7727272727272727,5.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,0.2,1.0,0.0,459,15.3,1.2575342465753425,8,1,3575.16,3575.16,0.7,7150.32,0.74,1.0,0.8363636363636364,18586.67181381818,0.0,11.392307692307693,power_user,0.0,0.0,0.8680909090909091,0.32679738562091504,0.0,0.0,0.9230769230769231,0.38636363636363635,0.0,0.0,12,0.0,275.0123076923077,0.04142471945311539
C-0316,Enterprise,Monthly,2024-02-29,43,,0,1193.19,9545.52,0.0,1193.19,1193.19,2.5,11,0,0.0,6,0.75,0.75,0.0,0.0,114.5,,114.5,114.5,19.9,,19.9,2024-10-03,90,0.0,114.5,8.0,1.4142135623730951,8.0,8.0,8.0,0.0,0.0,0.8181818181818182,10.0,0.0,3.0,2.0,0.0,5.0,1.0,4.0,3.0,2.0,8.0,2.0,5.0,0.5,0.8,0.2,307,10.233333333333333,0.8410958904109589,0,1,1193.19,1193.19,1.0,14318.28,0.8583333333333334,1.0,0.7340909090909091,9021.872297727274,0.0,2.6627906976744184,regular_user,0.0,0.0,0.883939393939394,0.977198697068404,0.0,0.0,0.0,0.0,0.8768560606060607,0.5,42,0.0,27.748604651162793,0.09596124674192709
C-0317,Enterprise,Annual,2023-03-31,36,,0,20528.4,82113.6,0.0,20528.4,20528.4,9.0,15,1,0.25,0,0.0,0.0,1.0,0.25,278.8,,278.8,278.8,47.7,,47.7,2024-11-28,34,0.0,278.8,1.0,1.4142135623730951,1.0,1.0,1.0,0.0,1.0,0.18181818181818182,17.0,6.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,6.0,11.0,6.0,6.0,0.35294117647058826,0.6470588235294118,0.35294117647058826,642,21.4,1.7589041095890412,2,1,20528.4,20528.4,0.7,82113.6,0.365,1.0,0.4144385026737968,26084.79019251337,0.0,7.7444444444444445,power_user,0.0,0.0,0.6313596256684493,0.7943925233644861,0.0,0.0,0.0,0.0,0.5996096256684492,0.35294117647058826,35,0.0,570.2333333333333,0.013581185089924203
C-0318,Starter,Monthly,2021-06-30,3,2024-01-11,1,98.18,3829.0200000000004,0.0,98.18,98.18,0.1282051282051282,5,0,0.0,38,0.9743589743589743,0.9743589743589743,0.0,0.0,54.5,,54.5,54.5,65.6,,65.6,2024-11-01,61,0.0,54.5,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,13.0,3.0,5.0,1.0,1.0,3.0,2.0,2.0,6.0,3.0,6.0,7.0,4.0,0.3076923076923077,0.46153846153846156,0.5384615384615384,1281,42.7,3.5095890410958903,0,1,98.18,98.18,1.0,1178.16,0.9863247863247864,1.0,0.33391608391608396,388.0266544737315,0.0,18.166666666666668,regular_user,0.0,0.0,0.8286926961926961,0.3044496487119438,18.166666666666668,0.010185373803218578,0.0,0.0,0.0,0.0,2,0.0,32.72666666666667,0.5551028722754126
C-0319,Enterprise,Annual,2021-04-30,21,,0,56630.280000000006,283151.4,0.0,56630.28,56630.28,7.2,12,4,0.8,0,0.0,0.0,4.0,0.8,150.8,,150.8,150.8,49.2,,49.2,2024-12-18,14,0.0,150.8,3.0,1.4142135623730951,3.0,3.0,3.0,0.0,1.0,0.36363636363636365,14.0,3.0,3.0,1.0,1.0,6.0,1.0,3.0,5.0,5.0,11.0,3.0,4.0,0.2857142857142857,0.7857142857142857,0.21428571428571427,1342,44.733333333333334,3.6767123287671235,3,0,56630.280000000006,56630.280000000006,0.7,283151.4,0.21200000000000002,1.0,0.5568181818181818,56153.55600654546,0.0,7.180952380952381,power_user,0.0,0.0,0.6134045454545455,0.31296572280178836,0.0,0.0,0.0,0.0,0.5740045454545454,0.2857142857142857,20,0.0,2696.6800000000003,0.0026628863569101192
C-0320,Starter,Annual,2024-11-30,1,,0,983.7599999999999,2951.2799999999997,0.0,983.76,983.76,0.0,0,0,0.0,3,1.0,1.0,0.0,0.0,14.9,,14.9,14.9,66.5,,66.5,2024-11-03,59,0.0,14.9,5.0,1.4142135623730951,4.0,6.0,5.0,0.0,1.0,0.5454545454545454,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.5,1.0,0.0,32,1.0666666666666667,0.08767123287671233,10,1,983.7599999999999,983.7599999999999,0.7,2951.2799999999997,1.0,1.0,0.625,5164.739999999998,0.0,14.9,light_user,0.0,0.0,0.90625,1.875,14.9,0.0010165080914044076,0.0,0.0,0.0,0.0,0,0.0,983.7599999999999,0.015145970561925674
C-0321,Enterprise,Monthly,2021-03-31,43,,0,2302.16,57554.0,0.0,2302.16,2302.16,0.84,12,0,0.0,20,0.8,0.8,0.0,0.0,259.6,,259.6,259.6,11.0,,11.0,2024-10-20,73,0.0,259.6,0.5,0.7071067811865476,0.0,1.0,1.0,0.5,1.0,0.13636363636363635,4.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,3.0,0.75,1.0,0.0,1372,45.733333333333334,3.758904109589041,0,1,2302.16,2302.16,1.0,27625.92,0.8944,1.0,0.3806818181818182,9406.123470545455,0.0,6.037209302325582,power_user,0.0,0.0,0.8082104545454546,0.08746355685131195,0.0,0.0,0.0,0.0,0.8029304545454545,0.75,42,0.0,53.538604651162785,0.11276366542725096
C-0322,Professional,Annual,2022-12-31,15,,0,4493.52,8987.04,0.0,4493.52,4493.52,11.0,11,0,0.0,0,0.0,0.0,0.0,0.0,36.9,,36.9,36.9,71.4,,71.4,2024-10-22,71,0.0,36.9,3.0,1.4142135623730951,2.0,4.0,2.0,-1.0,1.0,0.36363636363636365,15.0,0.0,7.0,3.0,2.0,3.0,0.0,3.0,5.0,7.0,11.0,4.0,3.0,0.2,0.7333333333333333,0.26666666666666666,732,24.4,2.0054794520547947,11,1,4493.52,4493.52,0.7,8987.04,0.42666666666666664,1.0,0.5651515151515152,9101.638376727273,0.0,2.46,regular_user,0.0,0.0,0.6906212121212121,0.6147540983606558,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,14,1.0,299.56800000000004,0.008211825028040376
C-0323,Professional,Monthly,2020-12-31,5,,0,657.38,11832.84,0.0,657.38,657.38,0.7777777777777778,9,0,0.0,16,0.8888888888888888,0.8888888888888888,0.0,0.0,42.4,,42.4,42.4,81.1,,81.1,2024-11-01,61,0.0,42.4,5.0,1.4142135623730951,5.0,5.0,5.0,0.0,1.0,0.5454545454545454,8.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,4.0,6.0,2.0,1.0,0.125,0.75,0.25,1462,48.733333333333334,4.005479452054795,0,1,657.38,657.38,1.0,7888.5599999999995,0.9392592592592592,1.0,0.6789772727272727,5030.816256565657,0.0,8.48,regular_user,0.0,0.0,0.8984850589225588,0.16415868673050615,0.0,0.0,0.8,0.4848484848484848,0.0,0.0,4,0.0,131.476,0.06449846359791901
C-0324,Enterprise,Monthly,2023-03-31,17,,0,1412.59,48028.06,0.0,1412.59,1412.59,0.0,0,0,0.0,34,1.0,1.0,0.0,0.0,107.2,,107.2,107.2,64.8,,64.8,2024-12-15,17,0.0,107.2,0.5,0.7071067811865476,0.0,1.0,1.0,0.5,1.0,0.13636363636363635,9.0,1.0,6.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0,7.0,2.0,4.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,642,21.4,1.7589041095890412,0,0,1412.59,1412.59,1.0,16951.079999999998,1.0,1.0,0.4015151515151515,6806.115454545454,0.0,6.305882352941176,regular_user,0.0,0.0,0.8503787878787878,0.42056074766355145,0.0,0.0,0.0,0.0,0.8503787878787878,0.4444444444444444,16,0.0,83.0935294117647,0.07588896990634225
C-0325,Professional,Monthly,2024-02-29,14,,0,511.11,7666.650000000001,0.0,511.11,511.11,0.06666666666666667,1,0,0.0,14,0.9333333333333333,0.9333333333333333,0.0,0.0,143.4,,143.4,143.4,18.3,,18.3,2024-10-14,79,0.0,143.4,2.5,0.7071067811865476,2.0,3.0,2.0,-0.5,1.0,0.3181818181818182,12.0,3.0,1.0,1.0,0.0,7.0,1.0,5.0,1.0,5.0,7.0,5.0,6.0,0.5,0.5833333333333334,0.4166666666666667,307,10.233333333333333,0.8410958904109589,0,1,511.11,511.11,1.0,6133.32,0.9662222222222222,1.0,0.42992424242424243,2547.795583636364,0.0,10.242857142857144,power_user,0.0,0.0,0.8456588383838384,1.1726384364820848,0.0,0.0,0.9285714285714286,0.296969696969697,0.0,0.0,13,0.5,36.50785714285714,0.28056582731701596
C-0326,Professional,Monthly,2020-12-31,12,,0,238.78000000000003,2387.8,0.0,238.78,238.78,0.0,0,0,0.0,10,1.0,1.0,0.0,0.0,118.0,,118.0,118.0,46.1,,46.1,2024-12-07,25,0.0,118.0,3.0,1.4142135623730951,3.0,3.0,3.0,0.0,1.0,0.36363636363636365,10.0,1.0,4.0,2.0,0.0,3.0,0.0,3.0,2.0,5.0,7.0,3.0,3.0,0.3,0.7,0.3,1462,48.733333333333334,4.005479452054795,0,0,238.78000000000003,238.78000000000003,1.0,2865.3600000000006,1.0,1.0,0.5318181818181817,1523.8505454545455,0.0,9.833333333333334,regular_user,0.0,0.0,0.8829545454545454,0.2051983584131327,0.0,0.0,0.9166666666666666,0.36363636363636365,0.0,0.0,11,0.0,19.898333333333337,0.49417874193818573
C-0327,Enterprise,Monthly,2021-12-31,51,,0,840.11,17642.31,0.0,840.11,840.11,2.2857142857142856,15,0,0.0,16,0.7619047619047619,0.7619047619047619,0.0,0.0,58.4,,58.4,58.4,64.9,,64.9,2024-12-18,14,0.0,58.4,5.0,1.4142135623730951,4.0,6.0,5.0,0.0,1.0,0.5454545454545454,9.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,8.0,1.0,3.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,1097,36.56666666666667,3.0054794520547947,0,0,840.11,840.11,1.0,10081.32,0.8657142857142858,1.0,0.6388888888888888,5575.930085714286,0.0,1.1450980392156862,regular_user,0.0,0.0,0.8627222222222223,0.2461257976298997,0.0,0.0,0.0,0.0,0.8560079365079365,0.3333333333333333,50,0.0,16.472745098039216,0.06951470640749426
C-0328,Professional,Annual,2023-07-31,12,,0,3150.48,15752.4,0.0,3150.48,3150.48,6.0,10,1,0.2,0,0.0,0.0,1.0,0.2,49.1,,49.1,49.1,64.5,,64.5,2024-10-12,81,0.0,49.1,1.0,1.4142135623730951,1.0,1.0,1.0,0.0,1.0,0.18181818181818182,9.0,2.0,4.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0,6.0,3.0,4.0,0.4444444444444444,0.6666666666666666,0.3333333333333333,520,17.333333333333332,1.4246575342465753,6,1,3150.48,3150.48,0.7,15752.4,0.4,1.0,0.39646464646464646,4196.821236363636,0.0,4.091666666666667,regular_user,0.0,0.0,0.6391161616161617,0.5192307692307693,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,11,0.0,262.54,0.015584926741321956
C-0329,Professional,Annual,2023-07-31,16,2024-04-11,1,2727.72,10910.88,0.0,2727.72,2727.72,0.0,0,0,0.0,4,1.0,1.0,0.0,0.0,82.9,,82.9,82.9,59.0,,59.0,2024-11-04,58,0.0,82.9,5.5,0.7071067811865476,5.0,6.0,6.0,0.5,1.0,0.5909090909090909,11.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,11.0,0.0,5.0,0.45454545454545453,1.0,0.0,520,17.333333333333332,1.4246575342465753,6,1,2727.72,2727.72,0.7,10910.88,1.0,1.0,0.6818181818181819,15622.396363636362,0.0,5.18125,regular_user,0.0,0.0,0.9204545454545454,0.6346153846153847,0.0,0.0,0.9375,0.5909090909090909,0.0,0.0,15,0.0,170.4825,0.030391682430748027
