customer_id,plan_type,contract_type,tenure_months,monthly_revenue,monthly_usage_hrs,total_users,feature_adoption_pct,support_tickets_last_90d,last_login_days_ago,nps_score,payment_delay_count,churned
C-0344,Professional,Monthly,32,564.68,145.8,10,43.6,5,62,3,3,0
C-0345,Professional,Monthly,47,576.1,74.9,5,20.9,4,10,3,2,1
C-0346,Professional,Annual,16,593.36,26.6,3,50.4,6,47,10,0,1
C-0347,Starter,Annual,18,193.2,50.3,3,70.5,3,21,3,1,0
C-0348,Starter,Monthly,11,185.95,34.3,2,54.5,10,90,7,0,0
C-0349,Enterprise,Annual,20,1670.24,257.7,23,31.1,0,67,5,4,0
C-0350,Enterprise,Monthly,40,1511.72,106.3,24,46.1,5,17,6,5,1
C-0351,Starter,Annual,39,81.37,5.9,1,63.1,2,57,8,2,1
C-0352,Professional,Annual,16,524.19,45.7,11,93.7,14,29,8,0,1
C-0353,Enterprise,Monthly,43,1850.87,116.6,31,36.0,11,40,4,0,1
C-0354,Professional,Annual,1,392.52,50.2,14,37.4,4,26,4,4,0
C-0355,Professional,Annual,2,600.65,125.4,10,54.0,10,7,2,5,0
C-0356,Starter,Monthly,36,164.56,57.8,5,51.3,11,28,7,0,0
C-0357,Professional,Monthly,21,730.55,124.9,10,28.4,1,57,0,3,1
C-0358,Professional,Monthly,42,734.1,110.8,9,75.1,7,11,1,4,0
C-0359,Starter,Monthly,6,199.83,59.4,5,38.3,7,3,9,1,0
C-0360,Professional,Annual,17,611.11,49.9,18,62.9,14,1,3,3,0
C-0361,Professional,Monthly,7,686.45,95.5,4,86.2,9,47,8,1,1
C-0362,Starter,Monthly,12,174.22,28.0,3,20.8,13,71,4,3,1
C-0363,Starter,Annual,21,59.09,26.6,3,80.9,0,42,3,3,0
C-0364,Enterprise,Annual,8,1343.42,253.6,30,87.1,1,79,5,3,0
C-0365,Professional,Annual,15,388.27,146.8,13,10.9,3,72,9,3,0
C-0366,Enterprise,Annual,17,1966.25,158.9,100,48.0,2,57,4,2,0
C-0367,Starter,Monthly,4,188.98,38.9,1,92.8,11,88,10,2,1
C-0368,Enterprise,Monthly,37,4105.67,62.1,60,64.9,10,76,9,5,1
C-0369,Enterprise,Monthly,15,4513.91,266.0,20,35.8,1,44,10,4,1
C-0370,Professional,Monthly,5,705.74,121.8,11,91.0,11,39,8,2,1
C-0371,Starter,Monthly,19,55.61,19.0,4,31.7,11,32,9,3,1
C-0372,Enterprise,Monthly,35,4200.86,137.8,56,44.5,9,70,9,4,1
C-0373,Starter,Monthly,21,116.52,5.5,2,55.1,15,77,5,5,1
C-0374,Enterprise,Monthly,43,4548.3,248.2,59,40.0,11,7,8,5,1
C-0375,Professional,Annual,20,344.16,64.0,3,47.3,2,63,4,0,0
C-0376,Professional,Monthly,31,714.05,146.2,15,84.6,3,80,0,5,0
C-0377,Starter,Annual,45,87.13,35.9,4,50.1,5,46,4,3,1
C-0378,Professional,Annual,18,427.83,74.5,14,74.7,5,32,10,2,1
C-0379,Professional,Monthly,33,736.84,28.8,5,82.8,7,56,10,1,1
C-0380,Professional,Annual,32,760.12,97.4,8,76.4,14,41,9,0,0
C-0381,Starter,Annual,34,186.42,35.4,3,11.7,0,73,10,2,1
C-0382,Enterprise,Annual,17,4567.57,108.7,84,23.1,9,71,8,3,0
C-0383,Professional,Monthly,16,487.05,106.6,18,45.5,8,73,7,1,0
C-0384,Starter,Monthly,10,102.59,34.6,5,48.6,13,16,8,4,1
C-0385,Professional,Annual,28,455.06,143.6,4,68.8,2,75,1,4,1
C-0386,Starter,Monthly,17,68.93,35.5,5,27.9,14,55,9,3,0
C-0387,Enterprise,Monthly,23,2565.93,264.3,50,58.9,0,80,5,5,1
C-0388,Enterprise,Annual,47,3283.1,217.7,63,51.2,9,35,7,3,0
C-0389,Enterprise,Annual,18,943.01,251.2,69,90.3,1,17,5,5,1
C-0390,Starter,Monthly,19,88.41,18.4,5,68.8,10,58,5,1,1
C-0391,Enterprise,Monthly,17,4789.07,116.8,80,32.9,10,43,10,5,1
C-0392,Enterprise,Annual,44,2522.0,110.5,53,68.6,5,0,5,0,0
C-0393,Enterprise,Annual,1,3680.47,90.1,70,21.1,4,60,6,4,1
C-0394,Professional,Annual,4,768.05,92.2,11,81.5,5,82,6,3,1
C-0395,Professional,Monthly,40,524.18,122.4,8,76.1,13,87,4,2,1
C-0396,Professional,Annual,19,317.93,66.8,4,91.6,12,13,6,2,0
C-0397,Professional,Annual,44,515.3,38.1,18,19.0,9,72,1,4,1
C-0398,Starter,Annual,38,100.05,51.6,4,78.2,10,77,2,2,1
C-0399,Starter,Monthly,28,141.96,32.7,4,63.1,4,26,0,3,0
C-0400,Starter,Monthly,14,163.13,45.5,5,11.6,6,61,4,1,1
C-0401,Enterprise,Annual,46,1537.48,245.0,89,33.9,0,11,6,5,0
C-0402,Starter,Annual,8,67.7,42.3,5,82.0,13,33,0,1,1
C-0403,Starter,Monthly,30,199.02,54.5,3,46.9,11,75,5,0,0
C-0404,Professional,Monthly,13,695.84,93.2,4,94.4,12,55,10,3,0
C-0405,Starter,Monthly,19,174.06,34.3,2,71.3,11,86,4,1,1
C-0406,Starter,Monthly,47,121.9,19.8,5,63.5,10,6,3,0,0
C-0407,Professional,Annual,31,674.21,108.9,5,94.6,6,9,6,1,0
C-0408,Enterprise,Monthly,13,1463.35,160.9,87,22.4,9,86,8,1,0
C-0409,Starter,Annual,46,119.21,43.0,5,85.2,8,76,1,1,0
C-0410,Enterprise,Monthly,33,2847.89,114.3,78,42.6,2,6,4,0,0
C-0411,Professional,Annual,11,558.08,132.6,15,36.6,9,12,5,3,1
C-0412,Professional,Monthly,2,371.4,54.3,3,49.1,3,72,1,1,1
C-0413,Enterprise,Monthly,45,1843.67,64.1,33,45.9,14,67,1,2,0
C-0414,Starter,Monthly,2,61.84,14.2,2,86.7,2,3,1,5,1
C-0415,Starter,Monthly,15,193.16,7.3,2,50.6,1,89,1,5,1
C-0416,Starter,Monthly,29,103.92,57.2,4,94.9,0,23,1,5,0
C-0417,Enterprise,Annual,29,1695.06,103.3,86,50.9,1,10,0,0,0
C-0418,Enterprise,Annual,27,1457.24,256.8,80,62.4,5,20,10,2,1
C-0419,Starter,Monthly,34,107.19,17.7,5,46.2,12,6,2,5,1
C-0420,Starter,Annual,16,101.21,43.9,3,80.4,2,8,8,5,0
C-0421,Enterprise,Monthly,20,2223.64,70.7,50,73.4,2,90,1,4,0
C-0422,Professional,Annual,41,443.87,128.0,7,51.0,6,89,4,3,0
C-0423,Professional,Monthly,21,354.0,85.3,13,42.0,10,60,5,0,0
C-0424,Starter,Monthly,17,163.57,24.4,3,66.3,13,14,7,2,0
C-0425,Enterprise,Annual,11,2894.3,174.7,24,35.5,3,48,0,2,0
C-0426,Starter,Monthly,32,150.67,52.0,3,87.4,1,71,2,3,1
C-0427,Professional,Annual,21,732.55,54.1,12,17.8,9,35,2,4,0
C-0428,Starter,Monthly,26,124.05,38.5,5,55.8,11,5,1,2,0
C-0429,Starter,Annual,43,112.26,46.7,2,44.9,8,79,7,0,1
C-0430,Starter,Monthly,37,149.79,8.8,2,84.3,0,56,6,5,1
C-0431,Professional,Monthly,28,520.92,137.2,10,46.2,15,19,10,1,0
C-0432,Professional,Monthly,27,642.32,108.8,13,31.4,14,10,5,0,1
C-0433,Professional,Monthly,45,699.03,79.4,6,70.4,0,0,7,3,0
C-0434,Starter,Monthly,24,104.39,27.3,5,63.1,15,61,0,3,1
C-0435,Starter,Monthly,47,73.9,50.0,5,74.6,9,75,1,2,1
C-0436,Enterprise,Annual,10,1265.13,89.6,32,73.4,15,68,3,1,1
C-0437,Enterprise,Annual,18,4097.61,63.6,77,67.6,3,21,10,0,0
C-0438,Professional,Monthly,19,612.84,101.6,15,60.2,0,11,2,5,0
C-0439,Starter,Monthly,9,59.12,14.5,1,73.2,1,19,5,3,0
C-0440,Starter,Monthly,26,181.25,11.8,1,72.5,12,30,7,0,1
C-0441,Starter,Monthly,23,182.75,38.1,3,20.5,14,48,1,3,1
C-0442,Starter,Annual,23,131.25,25.0,2,42.8,1,16,5,1,0
C-0443,Starter,Monthly,10,171.41,37.9,2,37.7,8,46,0,4,0
C-0444,Enterprise,Monthly,18,877.03,159.8,69,79.6,15,12,8,1,0
C-0445,Starter,Monthly,4,197.34,39.1,4,43.1,9,65,4,1,0
C-0446,Enterprise,Annual,15,4809.55,239.1,45,46.6,7,89,5,5,0
C-0447,Starter,Monthly,45,177.89,38.5,1,42.6,7,60,5,4,0
C-0448,Starter,Monthly,40,196.63,38.9,3,73.5,7,7,4,3,1
C-0449,Professional,Monthly,2,295.88,79.2,11,41.3,6,0,10,0,1
C-0450,Professional,Monthly,8,737.01,90.9,13,87.8,10,38,7,1,0
C-0451,Professional,Monthly,19,307.97,60.0,15,23.6,5,64,5,0,1
C-0452,Starter,Monthly,1,105.57,10.1,5,40.7,10,47,0,0,1
C-0453,Starter,Monthly,6,170.15,34.1,4,67.2,11,1,5,0,1
C-0454,Enterprise,Annual,8,4484.41,208.8,21,53.6,11,11,4,0,1
C-0455,Enterprise,Annual,1,2868.98,208.0,15,93.1,11,8,5,3,0
C-0456,Enterprise,Monthly,10,2785.85,225.0,28,76.7,12,71,9,4,1
C-0457,Starter,Monthly,40,80.46,34.9,2,67.3,5,26,9,0,0
C-0458,Starter,Monthly,27,171.68,27.5,2,35.6,3,26,7,1,0
C-0459,Starter,Monthly,42,96.94,59.3,1,58.2,13,49,9,2,0
C-0460,Professional,Monthly,28,409.97,110.1,5,65.9,10,88,9,2,1
C-0461,Professional,Annual,24,219.04,90.6,13,94.3,9,48,3,5,0
C-0462,Starter,Monthly,36,136.84,52.9,2,30.4,1,16,3,0,1
C-0463,Enterprise,Monthly,15,3704.31,181.3,40,18.8,12,0,2,2,1
C-0464,Professional,Annual,32,209.69,20.7,12,30.8,13,48,6,4,1
C-0465,Starter,Monthly,10,108.3,44.8,4,36.7,13,54,3,3,1
C-0466,Starter,Annual,32,79.03,5.4,5,75.8,4,25,3,0,0
C-0467,Starter,Annual,38,131.3,19.1,4,14.3,14,46,1,4,1
C-0468,Starter,Monthly,37,126.05,38.3,4,81.4,12,58,8,5,1
C-0469,Professional,Monthly,28,526.67,94.6,3,11.2,12,64,10,4,1
C-0470,Enterprise,Monthly,4,2108.63,266.4,57,24.6,8,48,5,4,0
C-0471,Professional,Annual,44,469.75,37.4,12,18.6,14,77,7,0,1
C-0472,Starter,Monthly,14,89.66,44.0,5,56.4,11,33,4,4,0
C-0473,Professional,Monthly,18,738.43,89.4,9,31.7,10,69,6,5,1
C-0474,Professional,Monthly,4,309.68,48.2,19,68.5,13,90,6,5,0
C-0475,Starter,Monthly,41,140.88,35.5,3,28.9,0,67,7,5,1
C-0476,Enterprise,Monthly,34,1526.51,293.9,52,70.0,7,56,1,1,1
C-0477,Enterprise,Monthly,32,897.12,298.2,20,38.4,10,62,8,5,1
C-0478,Professional,Monthly,46,246.7,126.4,6,81.5,10,49,2,2,1
C-0479,Professional,Annual,17,347.75,128.6,18,93.0,5,57,3,5,0
C-0480,Starter,Annual,31,111.28,9.8,5,36.3,0,56,8,2,0
C-0481,Professional,Annual,8,399.23,78.4,16,92.5,4,14,9,4,0
C-0482,Professional,Monthly,28,405.77,36.3,13,66.4,9,19,4,2,0
C-0483,Professional,Monthly,40,307.19,98.9,17,23.8,13,60,9,2,1
C-0484,Professional,Monthly,17,262.53,87.2,17,71.0,7,71,6,5,1
C-0485,Starter,Monthly,9,170.52,50.4,5,54.6,4,19,5,5,0
C-0486,Professional,Monthly,27,312.03,73.6,16,93.6,1,29,5,3,1
C-0487,Starter,Annual,36,187.09,13.6,1,70.0,5,52,2,3,1
C-0488,Starter,Annual,3,57.84,6.5,4,45.1,9,49,10,0,1
C-0489,Professional,Monthly,3,539.94,131.4,3,14.0,3,55,6,2,0
C-0490,Professional,Monthly,22,765.66,141.6,10,13.3,3,60,8,2,0
C-0491,Starter,Annual,32,159.08,52.0,2,78.4,0,82,5,1,0
C-0492,Starter,Annual,36,135.59,56.2,4,68.4,6,7,7,1,1
C-0493,Professional,Monthly,26,541.73,33.8,17,15.0,12,8,1,3,1
C-0494,Professional,Monthly,41,288.09,24.4,3,44.6,5,18,7,3,0
C-0495,Starter,Monthly,37,146.95,46.2,4,38.8,13,86,10,2,1
C-0496,Starter,Monthly,32,183.31,41.0,3,16.8,13,1,2,4,1
C-0497,Professional,Monthly,46,703.09,137.4,20,55.7,15,43,5,4,1
C-0498,Professional,Annual,37,759.2,44.3,11,71.5,11,41,2,4,0
C-0499,Enterprise,Monthly,15,1008.88,265.6,61,88.5,8,29,0,5,1
C-0500,Enterprise,Monthly,32,2723.54,119.8,92,75.8,7,29,2,4,0
C-0501,Starter,Monthly,28,192.3,55.1,3,84.6,1,37,7,3,1
C-0502,Professional,Annual,47,364.37,100.6,7,76.9,6,84,4,0,0
C-0503,Starter,Monthly,43,180.54,3.3,5,58.6,9,37,2,4,1
C-0504,Professional,Monthly,25,581.63,37.0,7,52.7,13,45,8,2,0
C-0505,Professional,Annual,12,370.51,97.0,3,39.1,11,60,9,4,0
C-0506,Starter,Annual,34,161.51,15.3,3,85.8,11,14,10,1,0
C-0507,Starter,Monthly,17,91.28,43.6,4,68.8,0,53,10,1,1
C-0508,Professional,Annual,40,589.08,51.0,17,55.9,8,41,9,0,0
C-0509,Starter,Annual,8,73.41,11.5,1,77.5,5,50,4,5,1
C-0510,Enterprise,Monthly,21,1875.32,242.0,80,52.9,6,59,10,3,1
C-0511,Starter,Annual,29,53.77,23.5,1,64.3,4,49,10,1,1
C-0512,Professional,Annual,46,594.06,119.2,9,21.1,10,57,2,0,0
C-0513,Professional,Monthly,17,643.23,25.2,19,62.8,7,56,9,4,1
C-0514,Professional,Monthly,42,314.49,96.6,16,81.0,6,49,9,0,0
C-0515,Starter,Monthly,7,179.95,48.8,5,67.3,11,57,9,1,1
C-0516,Starter,Monthly,39,52.68,26.3,3,18.9,10,21,7,2,1
C-0517,Enterprise,Annual,32,4822.52,140.3,52,72.4,6,26,1,5,0
C-0518,Enterprise,Monthly,43,1695.29,124.7,73,38.0,12,8,9,3,0
C-0519,Enterprise,Monthly,41,1012.47,78.1,12,78.2,1,21,7,4,0
C-0520,Professional,Annual,23,732.68,126.8,17,14.8,0,44,1,5,1
C-0521,Starter,Monthly,42,58.01,39.7,4,26.4,0,42,3,3,0
C-0522,Starter,Annual,11,159.53,29.1,5,87.1,5,90,7,2,0
C-0523,Enterprise,Annual,12,2459.93,178.9,88,50.4,6,11,1,5,0
C-0524,Starter,Monthly,14,130.86,9.8,1,47.8,14,77,3,5,1
C-0525,Enterprise,Monthly,42,3356.57,252.3,24,60.5,12,84,4,2,0
C-0526,Professional,Annual,42,430.62,102.3,9,57.0,0,73,2,3,1
C-0527,Professional,Annual,29,712.23,49.7,16,54.9,0,82,7,0,0
C-0528,Starter,Monthly,23,63.3,54.7,1,89.7,2,83,8,3,1
C-0529,Enterprise,Monthly,38,1242.74,119.5,57,45.2,2,79,6,3,0
C-0530,Professional,Annual,6,631.95,27.1,11,29.9,0,10,0,1,0
C-0531,Starter,Monthly,45,95.61,23.5,4,40.8,14,24,2,4,0
C-0532,Professional,Monthly,4,402.54,76.3,13,62.2,4,30,3,0,0
C-0533,Starter,Annual,45,77.87,20.0,4,64.1,13,12,6,2,1
C-0534,Enterprise,Monthly,1,2152.31,244.0,47,24.0,0,62,8,0,0
C-0535,Enterprise,Monthly,13,1062.12,193.9,93,42.1,11,7,7,0,0
C-0536,Starter,Monthly,26,140.59,14.8,4,14.9,1,34,1,0,1
C-0537,Enterprise,Annual,44,2770.98,202.2,96,27.2,9,52,7,0,0
C-0538,Professional,Annual,36,476.71,100.1,5,83.4,4,77,8,1,1
C-0539,Professional,Monthly,34,386.58,81.0,20,53.2,4,32,3,3,1
C-0540,Professional,Monthly,26,522.73,76.0,8,48.0,8,64,2,5,1
C-0541,Enterprise,Annual,37,3794.72,66.2,51,31.9,10,75,5,0,1
C-0542,Enterprise,Annual,14,2415.51,264.5,94,17.5,10,48,7,5,1
C-0543,Starter,Monthly,11,185.94,12.6,3,73.9,12,39,9,5,0
C-0544,Enterprise,Annual,42,1807.9,69.9,51,14.8,8,85,10,1,0
C-0545,Enterprise,Annual,24,4606.54,152.1,40,49.9,2,28,1,5,0
C-0546,Starter,Monthly,47,61.18,16.0,5,78.3,0,35,7,4,1
C-0547,Professional,Monthly,39,357.03,120.1,20,15.5,3,77,3,4,1
C-0548,Starter,Annual,6,199.95,42.8,1,62.9,5,55,8,4,1
C-0549,Professional,Annual,28,774.33,26.5,16,80.3,2,37,4,0,0
C-0550,Professional,Annual,25,257.61,82.0,17,68.2,8,20,0,3,0
C-0551,Professional,Annual,2,405.37,87.5,14,57.1,8,86,0,2,0
C-0552,Professional,Annual,38,784.98,61.9,18,25.0,0,4,3,0,1
C-0553,Starter,Annual,34,179.73,7.4,3,60.1,13,22,2,5,1
C-0554,Starter,Annual,27,89.6,57.7,5,33.0,11,64,3,1,0
C-0555,Starter,Annual,6,51.5,51.9,4,29.8,8,79,2,1,1
C-0556,Enterprise,Annual,31,1030.43,131.8,49,82.3,5,54,8,1,1
C-0557,Professional,Monthly,24,358.35,110.2,11,55.7,5,11,3,4,0
C-0558,Starter,Monthly,22,121.59,36.9,1,67.1,11,13,3,4,1
C-0559,Enterprise,Annual,16,1459.8,283.8,70,40.7,6,78,7,1,1
C-0560,Starter,Monthly,21,72.45,58.9,2,22.5,7,32,2,0,1
C-0561,Professional,Annual,31,674.96,135.2,13,90.2,5,70,0,3,1
C-0562,Starter,Monthly,27,156.42,51.7,3,75.6,1,39,8,1,0
C-0563,Starter,Monthly,44,131.16,32.1,2,41.1,11,66,7,5,1
C-0564,Starter,Annual,29,53.49,26.8,2,63.6,11,64,7,5,1
C-0565,Starter,Monthly,23,130.77,49.9,2,45.5,6,90,10,0,0
C-0566,Enterprise,Monthly,2,1066.77,142.5,27,64.1,14,3,3,2,0
C-0567,Enterprise,Annual,29,2802.56,134.4,58,82.4,13,27,7,0,0
C-0568,Professional,Annual,35,483.52,88.3,13,31.1,5,69,9,4,0
C-0569,Starter,Monthly,10,148.21,47.0,5,43.2,10,57,5,1,0
C-0570,Professional,Annual,18,683.86,63.2,8,63.2,12,19,2,1,1
C-0571,Enterprise,Annual,18,4040.76,257.8,96,32.9,4,75,9,5,0
C-0572,Starter,Monthly,29,61.28,41.3,4,13.8,13,72,9,5,1
C-0573,Professional,Monthly,3,770.7,105.5,19,27.0,4,78,2,0,1
C-0574,Enterprise,Monthly,47,2386.39,126.5,33,51.2,11,89,7,0,0
C-0575,Starter,Annual,41,51.87,23.8,3,65.4,13,22,5,5,1
C-0576,Professional,Annual,5,284.1,61.5,20,54.9,0,86,8,4,0
C-0577,Professional,Monthly,2,515.17,31.9,3,49.1,9,76,2,1,0
C-0578,Starter,Annual,27,126.7,31.4,3,93.4,9,33,4,1,0
C-0579,Professional,Annual,13,304.27,131.7,18,94.5,13,27,8,1,0
C-0580,Starter,Annual,44,188.34,5.2,3,29.8,9,89,3,0,1
C-0581,Enterprise,Annual,32,2183.69,242.8,75,70.9,8,22,1,4,1
C-0582,Enterprise,Monthly,34,4362.56,168.1,69,24.1,2,88,3,0,1
C-0583,Enterprise,Monthly,45,2651.21,146.9,37,14.9,6,13,2,0,1
C-0584,Starter,Annual,2,96.26,42.8,2,52.0,10,67,8,4,1
C-0585,Starter,Monthly,11,53.63,14.7,3,19.9,11,16,7,1,0
C-0586,Starter,Annual,7,51.45,22.0,1,89.4,0,8,7,4,0
C-0587,Starter,Monthly,15,109.54,39.0,2,26.6,0,9,3,5,1
C-0588,Starter,Monthly,37,147.9,34.5,1,80.8,9,0,1,2,1
C-0589,Starter,Annual,16,172.39,4.1,4,52.1,15,20,0,5,0
C-0590,Starter,Annual,37,193.39,2.4,2,68.6,11,29,3,1,1
C-0591,Starter,Monthly,12,113.18,20.9,1,13.0,8,48,1,3,1
C-0592,Enterprise,Monthly,5,4202.57,286.9,22,27.6,4,3,9,3,1
C-0593,Starter,Annual,38,175.24,50.0,2,34.9,0,61,4,0,0
C-0594,Starter,Annual,44,112.94,21.6,2,57.9,7,49,3,5,0
C-0595,Enterprise,Monthly,18,1642.57,201.3,85,37.2,0,89,0,0,0
C-0596,Starter,Monthly,44,106.58,22.9,1,70.6,13,66,3,5,1
C-0597,Starter,Monthly,2,83.77,16.8,3,83.7,11,65,10,5,1
C-0598,Starter,Annual,19,146.42,5.4,5,19.0,0,17,3,1,1
C-0599,Starter,Monthly,39,128.35,56.0,1,44.5,0,76,1,3,0
C-0600,Starter,Annual,8,187.87,45.1,2,43.1,14,60,10,2,0
C-0601,Starter,Monthly,26,147.13,40.4,5,63.3,9,25,9,5,1
C-0602,Professional,Annual,41,534.86,118.6,18,76.7,5,1,2,0,0
C-0603,Enterprise,Annual,32,1137.4,57.5,39,42.6,10,29,4,3,1
C-0604,Starter,Monthly,10,158.39,43.2,4,19.8,14,37,5,1,1
C-0605,Starter,Annual,23,52.3,34.5,1,14.2,0,54,9,2,1
C-0606,Starter,Monthly,17,70.28,28.0,2,60.4,6,52,10,0,1
C-0607,Enterprise,Monthly,34,4749.73,115.3,17,64.8,3,33,6,5,1
C-0608,Starter,Annual,27,50.9,19.1,4,15.0,13,1,2,1,1
C-0609,Starter,Annual,13,149.11,6.7,3,73.2,14,53,2,1,1
C-0610,Enterprise,Monthly,5,2865.5,116.5,14,18.2,7,57,9,0,1
C-0611,Professional,Annual,36,268.17,44.4,9,28.0,12,79,10,0,1
C-0612,Enterprise,Annual,35,1487.26,196.3,93,66.2,11,55,1,1,0
C-0613,Enterprise,Annual,19,2423.15,230.2,71,42.0,14,71,5,3,1
C-0614,Enterprise,Annual,23,1043.47,220.1,93,83.7,9,31,9,4,0
C-0615,Starter,Annual,38,136.84,11.9,4,20.2,4,66,5,5,1
C-0616,Enterprise,Monthly,34,3639.97,88.3,97,38.4,0,31,2,5,0
C-0617,Professional,Monthly,37,270.69,119.1,6,83.2,1,44,2,4,0
C-0618,Enterprise,Annual,3,4370.84,134.7,11,92.5,15,28,0,5,0
C-0619,Starter,Monthly,36,185.19,18.8,1,72.7,15,59,6,4,1
C-0620,Professional,Monthly,42,273.81,22.3,3,81.8,3,74,7,0,0
C-0621,Enterprise,Monthly,20,2263.07,226.7,13,82.2,3,39,3,4,1
C-0622,Professional,Monthly,42,383.11,35.1,13,73.3,11,52,7,3,0
C-0623,Professional,Monthly,11,537.92,43.4,16,29.3,15,27,2,2,0
C-0624,Professional,Monthly,44,717.03,100.1,4,37.7,12,41,10,0,0
C-0625,Starter,Annual,20,78.68,53.8,4,54.1,7,19,9,4,0
C-0626,Enterprise,Monthly,42,3458.87,157.9,55,78.9,2,74,1,3,0
C-0627,Starter,Monthly,16,114.16,15.9,3,72.0,6,59,3,4,1
C-0628,Starter,Monthly,17,78.92,6.4,3,83.1,15,15,6,5,1
C-0629,Professional,Monthly,48,799.28,80.0,8,12.1,6,32,7,4,1
C-0630,Enterprise,Monthly,23,2110.55,120.1,51,89.2,13,39,7,1,1
C-0631,Starter,Monthly,35,99.02,12.2,4,29.7,0,1,8,5,1
C-0632,Professional,Monthly,13,227.21,58.8,14,50.3,3,51,5,3,1
C-0633,Professional,Monthly,44,675.32,54.4,5,53.2,1,85,2,2,1
C-0634,Professional,Annual,36,516.12,42.2,5,49.7,8,88,6,0,0
C-0635,Enterprise,Monthly,28,4304.89,69.5,82,26.6,2,66,1,1,1
C-0636,Starter,Monthly,48,80.21,45.2,1,36.0,0,83,3,0,0
C-0637,Professional,Annual,15,366.31,34.6,5,44.2,15,52,4,4,1
C-0638,Professional,Annual,27,532.99,32.4,10,88.7,15,83,2,5,1
C-0639,Professional,Annual,36,261.96,29.8,14,86.3,5,46,8,4,1
C-0640,Enterprise,Monthly,26,2844.07,152.0,93,30.3,9,9,7,4,0
C-0641,Starter,Monthly,20,139.68,2.8,2,45.2,8,67,8,0,1
C-0642,Professional,Monthly,6,450.47,89.8,8,55.1,7,56,9,5,1
C-0643,Professional,Monthly,41,540.39,142.4,4,76.1,4,23,7,5,0
C-0644,Starter,Monthly,23,87.49,20.4,4,60.2,4,31,2,0,1
C-0645,Professional,Annual,27,259.48,108.3,13,46.7,5,29,0,5,0
C-0646,Professional,Monthly,37,367.66,83.9,5,33.5,2,19,8,0,0
C-0647,Professional,Annual,11,222.29,93.0,16,20.9,14,39,8,2,1
C-0648,Starter,Monthly,42,196.27,26.7,1,50.8,7,16,7,3,0
C-0649,Starter,Monthly,13,141.68,39.7,3,64.5,7,52,8,4,0
C-0650,Starter,Monthly,31,93.77,42.5,5,56.6,7,53,6,5,1
C-0651,Starter,Annual,24,112.47,7.0,5,33.2,7,43,7,3,1
C-0652,Professional,Monthly,37,282.86,99.2,13,52.9,13,9,8,5,0
C-0653,Professional,Annual,29,374.98,90.4,8,26.2,12,4,4,1,1
C-0654,Starter,Monthly,25,124.48,5.6,1,93.8,5,79,5,4,1
C-0655,Enterprise,Annual,7,3837.79,290.6,66,71.3,6,20,9,2,1
C-0656,Enterprise,Monthly,47,4819.04,126.0,72,31.7,5,55,9,4,0
C-0657,Professional,Monthly,21,715.15,22.0,16,76.0,3,78,9,3,0
C-0658,Starter,Monthly,47,161.94,14.0,2,67.7,7,16,9,2,1
C-0659,Professional,Annual,38,374.56,66.7,4,15.6,12,47,7,2,1
C-0660,Professional,Monthly,14,580.76,92.2,3,68.3,15,85,0,2,1
C-0661,Enterprise,Monthly,21,2811.15,180.8,90,74.9,9,14,0,4,1
C-0662,Enterprise,Annual,25,4277.8,152.0,96,83.2,10,24,1,3,1
C-0663,Starter,Annual,19,93.78,23.7,5,49.4,2,65,1,2,1
C-0664,Enterprise,Annual,25,4440.6,293.8,52,48.9,11,33,6,0,0
C-0665,Starter,Annual,12,112.69,23.6,2,84.0,5,80,4,4,0
C-0666,Enterprise,Annual,25,3848.93,186.7,97,19.8,14,40,8,4,1
C-0667,Starter,Annual,13,112.86,14.9,3,54.7,8,42,1,1,0
C-0668,Starter,Annual,16,179.99,37.5,2,23.4,6,2,9,5,0
C-0669,Starter,Annual,5,152.98,6.9,2,33.3,10,42,7,4,1
C-0670,Starter,Monthly,12,101.4,24.5,5,51.2,7,7,6,5,1
C-0671,Professional,Monthly,34,785.12,77.5,5,65.0,11,13,0,2,1
C-0672,Starter,Monthly,25,199.52,37.2,5,65.8,6,16,2,2,0
C-0673,Starter,Monthly,6,138.4,29.4,3,76.3,3,16,0,4,1
C-0674,Starter,Monthly,11,130.71,38.2,3,86.7,6,71,8,1,1
C-0675,Professional,Monthly,18,773.58,50.6,15,42.9,8,69,8,3,0
C-0676,Professional,Annual,39,722.97,87.5,18,54.0,7,72,1,2,1
C-0677,Professional,Monthly,3,647.53,136.9,12,61.8,9,37,4,3,1
C-0678,Professional,Monthly,24,380.09,64.7,7,50.8,13,8,0,4,1
C-0679,Professional,Annual,36,485.15,137.6,17,37.0,2,78,3,4,1
C-0680,Starter,Annual,16,117.33,11.8,5,90.0,0,29,5,3,1
C-0681,Professional,Annual,44,742.44,92.8,14,55.5,15,58,0,5,1
C-0682,Starter,Monthly,42,150.85,14.5,5,63.4,10,50,7,4,0
C-0683,Enterprise,Monthly,20,4047.43,252.5,41,17.8,15,61,1,4,1
C-0684,Professional,Annual,48,659.14,88.6,5,44.3,7,28,8,3,1
C-0685,Professional,Monthly,13,285.45,123.9,7,35.8,13,38,0,4,1
C-0686,Starter,Annual,18,135.05,28.2,3,29.1,9,34,3,2,0
C-0687,Professional,Monthly,9,265.36,80.5,8,14.1,1,9,2,4,0
C-0688,Enterprise,Annual,11,3037.07,279.3,96,60.1,0,45,3,3,1
